sale_item_id,sale_id,product_id,warehouse_id,quantity,unit_price,cost_price,discount_pct,profit_amount
1,1,162,1,4,1506.93,1177.77,5.0,1015.25
2,1,68,1,2,2579.52,1951.69,5.0,997.71
3,1,87,1,4,2736.38,2142.66,5.0,1827.6
4,1,1,1,5,137.3,107.21,5.0,116.13
5,2,63,1,2,1317.49,1009.81,5.0,483.61
6,2,58,1,5,544.75,427.49,5.0,450.11
7,3,194,1,4,35.0,22.0,5.0,45.0
8,3,193,1,4,25.0,15.0,5.0,35.0
9,4,72,1,2,2574.59,2018.33,5.0,855.06
10,5,48,1,1,3134.8,2469.97,5.0,508.09
11,5,103,1,1,658.96,510.33,5.0,115.68
12,5,154,1,1,356.67,288.51,5.0,50.33
13,6,174,1,13,34.13,31.28,5.0,14.87
14,6,175,1,1,341.67,319.66,5.0,4.93
15,6,174,1,11,34.13,31.28,5.0,12.58
16,7,78,1,4,835.3,637.39,5.0,624.58
17,7,21,1,4,240.11,188.73,5.0,157.5
18,8,174,1,15,34.13,31.28,5.0,17.15
19,8,170,1,13,1207.08,1141.77,5.0,64.43
20,8,176,1,15,671.7,621.19,5.0,253.87
21,8,171,1,7,322.74,308.44,5.0,-12.86
22,9,178,1,9,618.12,575.95,5.0,101.38
23,10,103,1,1,658.96,510.33,5.0,115.68
24,10,66,1,5,527.12,411.39,5.0,446.87
25,11,73,1,5,207.82,158.7,5.0,193.64
26,11,17,1,4,239.11,184.88,5.0,169.1
27,11,133,1,3,58.86,44.54,5.0,34.13
28,11,84,1,5,4146.4,3163.81,5.0,3876.35
29,12,169,1,10,603.79,568.95,5.0,46.5
30,13,193,1,2,25.0,15.0,5.0,17.5
31,13,195,1,3,48.0,30.0,5.0,46.8
32,13,184,1,2,52.0,35.0,5.0,28.8
33,14,170,1,11,1207.08,1141.77,5.0,54.52
34,14,180,1,10,577.93,533.49,5.0,155.43
35,14,175,1,14,341.67,319.66,5.0,68.97
36,15,182,1,4,28.0,18.0,5.0,34.4
37,16,81,1,4,208.02,158.27,5.0,157.4
38,16,104,1,4,1633.33,1283.33,5.0,1073.33
39,16,35,1,3,1881.08,1441.52,5.0,1036.52
40,17,175,1,6,341.67,319.66,5.0,29.56
41,17,178,1,8,618.12,575.95,5.0,90.11
42,17,168,1,10,305.21,272.79,5.0,171.59
43,17,171,1,10,322.74,308.44,5.0,-18.37
44,18,4,1,5,2796.23,2239.84,5.0,2082.89
45,19,115,1,2,760.02,598.77,5.0,246.5
46,20,124,1,5,634.54,511.7,5.0,455.56
47,20,83,1,4,2068.41,1559.99,5.0,1620.0
48,21,97,1,5,671.9,510.43,5.0,639.37
49,22,125,1,4,1550.16,1252.25,5.0,881.61
50,22,136,1,2,57.96,46.01,5.0,18.1
51,22,104,1,5,1633.33,1283.33,5.0,1341.67
52,22,101,1,3,1633.05,1300.68,5.0,752.15
53,23,69,1,4,129.22,100.83,5.0,87.72
54,23,101,1,1,1633.05,1300.68,5.0,250.72
55,23,146,1,1,648.34,492.87,5.0,123.05
56,23,158,1,2,835.16,679.36,5.0,228.08
57,23,89,1,3,273.48,218.98,5.0,122.48
58,24,53,1,1,136.98,105.95,5.0,24.18
59,24,2,1,3,558.0,429.5,5.0,301.8
60,25,36,1,2,3639.38,2926.14,5.0,1062.54
61,26,189,1,4,28.0,18.0,5.0,34.4
62,27,21,1,3,240.11,188.73,5.0,118.12
63,27,29,1,1,186.46,141.92,5.0,35.22
64,27,55,1,5,1352.38,1024.48,5.0,1301.4
65,27,64,1,1,2560.53,1965.86,5.0,466.64
66,27,96,1,4,5407.92,4263.73,5.0,3495.18
67,28,108,1,3,4376.79,3497.92,5.0,1980.09
68,28,12,1,3,2827.26,2138.29,5.0,1642.82
69,28,16,1,3,4752.9,3671.65,5.0,2530.81
70,28,134,1,3,118.87,91.93,5.0,62.99
71,29,173,1,15,1281.44,1172.43,5.0,674.07
72,29,178,1,2,618.12,575.95,5.0,22.53
73,30,197,1,4,8.0,5.0,5.0,10.4
74,31,1,1,1,137.3,107.21,5.0,23.23
75,31,115,1,1,760.02,598.77,5.0,123.25
76,31,9,1,1,140.45,112.94,5.0,20.49
77,32,23,1,4,2370.98,1813.46,5.0,1755.88
78,33,174,1,8,34.13,31.28,5.0,9.15
79,33,170,1,11,1207.08,1141.77,5.0,54.52
80,34,176,1,6,671.7,621.19,5.0,101.55
81,35,83,1,4,2068.41,1559.99,5.0,1620.0
82,35,36,1,4,3639.38,2926.14,5.0,2125.08
83,35,112,1,2,873.41,699.11,5.0,261.26
84,36,157,1,2,346.38,272.64,5.0,112.84
85,36,118,1,5,768.11,587.91,5.0,708.97
86,37,130,1,3,638.32,497.41,5.0,326.98
87,37,32,1,5,3662.03,2840.12,5.0,3194.04
88,37,47,1,1,1526.53,1209.23,5.0,240.97
89,37,28,1,2,3646.07,2864.72,5.0,1198.09
90,38,110,1,4,2139.67,1701.86,5.0,1323.31
91,39,72,1,3,2574.59,2018.33,5.0,1282.59
92,40,49,1,5,135.42,104.31,5.0,121.69
93,40,67,1,5,1325.03,1000.05,5.0,1293.64
94,40,99,1,4,3238.96,2530.22,5.0,2187.17
95,41,6,1,3,566.34,449.92,5.0,264.31
96,42,66,1,3,527.12,411.39,5.0,268.12
97,42,37,1,4,153.5,123.22,5.0,90.42
98,42,137,1,2,117.19,92.1,5.0,38.46
99,43,31,1,5,1864.2,1488.06,5.0,1414.65
100,44,32,1,2,3662.03,2840.12,5.0,1277.62
101,44,150,1,1,1319.85,1026.48,5.0,227.38
102,45,167,1,6,150.23,136.27,5.0,38.69
103,46,174,1,5,34.13,31.28,5.0,5.72
104,47,171,1,8,322.74,308.44,5.0,-14.7
105,48,171,1,9,322.74,308.44,5.0,-16.53
106,48,171,1,13,322.74,308.44,5.0,-23.88
107,49,107,1,2,2160.26,1656.45,5.0,791.59
108,50,124,1,3,634.54,511.7,5.0,273.34
109,50,162,1,2,1506.93,1177.77,5.0,507.63
110,51,179,1,5,291.2,273.48,5.0,15.8
111,51,173,1,15,1281.44,1172.43,5.0,674.07
112,51,180,1,11,577.93,533.49,5.0,170.98
113,51,174,1,6,34.13,31.28,5.0,6.86
114,52,176,1,14,671.7,621.19,5.0,236.95
115,53,190,1,2,42.0,28.0,5.0,23.8
116,54,48,1,1,3134.8,2469.97,5.0,508.09
117,54,133,1,2,58.86,44.54,5.0,22.75
118,54,3,1,3,1407.69,1128.59,5.0,626.15
119,55,167,1,15,150.23,136.27,5.0,96.73
120,55,168,1,5,305.21,272.79,5.0,85.8
121,56,168,1,1,305.21,272.79,5.0,17.16
122,56,177,1,8,315.59,289.85,5.0,79.68
123,56,173,1,15,1281.44,1172.43,5.0,674.07
124,56,179,1,6,291.2,273.48,5.0,18.96
125,56,171,1,4,322.74,308.44,5.0,-7.35
126,57,192,1,5,90.0,62.0,5.0,117.5
127,57,184,1,2,52.0,35.0,5.0,28.8
128,57,189,1,2,28.0,18.0,5.0,17.2
129,57,197,1,3,8.0,5.0,5.0,7.8
130,58,174,1,15,34.13,31.28,5.0,17.15
131,58,172,1,14,640.44,615.29,5.0,-96.21
132,59,173,1,1,1281.44,1172.43,5.0,44.94
133,59,172,1,15,640.44,615.29,5.0,-103.08
134,59,172,1,9,640.44,615.29,5.0,-61.85
135,59,172,1,1,640.44,615.29,5.0,-6.87
136,60,172,1,15,640.44,615.29,5.0,-103.08
137,60,175,1,5,341.67,319.66,5.0,24.63
138,60,179,1,1,291.2,273.48,5.0,3.16
139,61,189,1,1,28.0,18.0,5.0,8.6
140,61,182,1,3,28.0,18.0,5.0,25.8
141,61,182,1,5,28.0,18.0,5.0,43.0
142,62,174,1,12,34.13,31.28,5.0,13.72
143,63,193,1,2,25.0,15.0,5.0,17.5
144,64,12,1,1,2827.26,2138.29,5.0,547.61
145,64,26,1,5,725.85,596.36,5.0,465.99
146,65,21,1,2,240.11,188.73,5.0,78.75
147,65,68,1,2,2579.52,1951.69,5.0,997.71
148,66,173,1,11,1281.44,1172.43,5.0,494.32
149,66,175,1,4,341.67,319.66,5.0,19.71
150,66,169,1,3,603.79,568.95,5.0,13.95
151,66,178,1,9,618.12,575.95,5.0,101.38
152,67,190,1,1,42.0,28.0,5.0,11.9
153,67,193,1,4,25.0,15.0,5.0,35.0
154,67,188,1,4,62.0,40.0,5.0,75.6
155,68,167,1,11,150.23,136.27,5.0,70.93
156,68,176,1,10,671.7,621.19,5.0,169.25
157,69,27,1,5,1871.31,1476.33,5.0,1507.07
158,69,84,1,2,4146.4,3163.81,5.0,1550.54
159,70,120,1,2,3906.9,2970.91,5.0,1481.29
160,70,57,1,3,133.2,105.67,5.0,62.61
161,70,119,1,3,1932.6,1529.72,5.0,918.75
162,71,169,1,12,603.79,568.95,5.0,55.81
163,71,176,1,6,671.7,621.19,5.0,101.55
164,71,174,1,10,34.13,31.28,5.0,11.44
165,71,176,1,10,671.7,621.19,5.0,169.25
166,71,170,1,6,1207.08,1141.77,5.0,29.74
167,72,18,1,4,942.95,761.6,5.0,536.81
168,73,147,1,4,1323.27,979.41,5.0,1110.79
169,73,121,1,1,759.07,614.84,5.0,106.28
170,73,64,1,1,2560.53,1965.86,5.0,466.64
171,74,179,1,12,291.2,273.48,5.0,37.92
172,74,171,1,8,322.74,308.44,5.0,-14.7
173,75,170,1,7,1207.08,1141.77,5.0,34.69
174,75,177,1,14,315.59,289.85,5.0,139.45
175,76,6,1,1,566.34,449.92,5.0,88.1
176,76,24,1,3,4817.95,3659.78,5.0,2751.82
177,76,1,1,2,137.3,107.21,5.0,46.45
178,76,129,1,5,3107.94,2509.74,5.0,2214.02
179,76,95,1,4,2755.03,2151.23,5.0,1864.19
180,77,197,1,4,8.0,5.0,5.0,10.4
181,77,196,1,4,8.0,5.0,5.0,10.4
182,78,39,1,5,1549.78,1167.69,5.0,1523.0
183,79,145,1,3,319.26,249.48,5.0,161.45
184,79,27,1,1,1871.31,1476.33,5.0,301.41
185,80,174,1,10,34.13,31.28,5.0,11.44
186,80,179,1,8,291.2,273.48,5.0,25.28
187,81,127,1,2,633.45,503.86,5.0,195.84
188,82,82,1,1,815.09,654.64,5.0,119.7
189,82,134,1,3,118.87,91.93,5.0,62.99
190,82,94,1,1,1105.2,835.71,5.0,214.23
191,82,102,1,4,3256.21,2638.18,5.0,1820.88
192,83,6,1,5,566.34,449.92,5.0,440.52
193,84,129,1,2,3107.94,2509.74,5.0,885.61
194,85,128,1,4,1566.08,1268.2,5.0,878.3
195,85,116,1,4,1916.58,1497.28,5.0,1293.88
196,86,153,1,1,1615.47,1269.95,5.0,264.75
197,86,40,1,5,3087.72,2345.76,5.0,2937.87
198,87,181,1,1,18.0,12.0,5.0,5.1
199,87,194,1,1,35.0,22.0,5.0,11.25
200,88,199,1,4,12.0,8.0,5.0,13.6
201,88,183,1,4,38.0,25.0,5.0,44.4
202,89,171,1,4,322.74,308.44,5.0,-7.35
203,89,179,1,8,291.2,273.48,5.0,25.28
204,90,116,1,1,1916.58,1497.28,5.0,323.47
205,90,84,1,3,4146.4,3163.81,5.0,2325.81
206,91,163,1,2,282.71,230.69,5.0,75.77
207,92,74,1,4,830.72,628.29,5.0,643.58
208,93,161,1,5,762.2,593.53,5.0,652.8
209,93,10,1,4,549.93,441.06,5.0,325.49
210,94,72,1,1,2574.59,2018.33,5.0,427.53
211,95,138,1,2,472.23,356.0,5.0,185.24
212,95,44,1,1,3137.01,2349.8,5.0,630.36
213,95,126,1,3,3154.9,2462.0,5.0,1605.46
214,96,178,1,5,618.12,575.95,5.0,56.32
215,96,174,1,14,34.13,31.28,5.0,16.01
216,96,180,1,9,577.93,533.49,5.0,139.89
217,96,180,1,8,577.93,533.49,5.0,124.35
218,97,165,1,3,313.53,250.77,5.0,141.25
219,97,40,1,1,3087.72,2345.76,5.0,587.57
220,97,151,1,2,331.6,260.24,5.0,109.56
221,97,47,1,5,1526.53,1209.23,5.0,1204.87
222,97,114,1,3,4284.12,3435.42,5.0,1903.48
223,98,178,1,10,618.12,575.95,5.0,112.64
224,98,175,1,11,341.67,319.66,5.0,54.19
225,98,168,1,6,305.21,272.79,5.0,102.96
226,99,60,1,5,2682.45,2058.92,5.0,2447.04
227,100,189,1,3,28.0,18.0,5.0,25.8
228,100,185,1,3,85.0,55.0,5.0,77.25
229,101,109,1,4,854.82,688.56,5.0,494.08
230,101,31,1,5,1864.2,1488.06,5.0,1414.65
231,101,85,1,3,274.84,214.26,5.0,140.51
232,102,178,1,9,618.12,575.95,5.0,101.38
233,103,40,1,3,3087.72,2345.76,5.0,1762.72
234,103,55,1,4,1352.38,1024.48,5.0,1041.12
235,104,162,1,3,1506.93,1177.77,5.0,761.44
236,104,149,1,4,655.76,502.72,5.0,481.01
237,105,99,1,1,3238.96,2530.22,5.0,546.79
238,106,171,1,14,322.74,308.44,5.0,-25.72
239,106,170,1,10,1207.08,1141.77,5.0,49.56
240,107,199,1,5,12.0,8.0,5.0,17.0
241,107,191,1,1,52.0,35.0,5.0,14.4
242,107,199,1,5,12.0,8.0,5.0,17.0
243,107,192,1,1,90.0,62.0,5.0,23.5
244,107,194,1,5,35.0,22.0,5.0,56.25
245,108,41,1,3,156.69,118.93,5.0,89.78
246,108,41,1,2,156.69,118.93,5.0,59.85
247,108,128,1,4,1566.08,1268.2,5.0,878.3
248,109,84,1,4,4146.4,3163.81,5.0,3101.08
249,109,152,1,5,821.73,652.42,5.0,641.12
250,110,151,1,3,331.6,260.24,5.0,164.34
251,110,112,1,3,873.41,699.11,5.0,391.89
252,110,111,1,3,4433.38,3414.12,5.0,2392.77
253,110,101,1,1,1633.05,1300.68,5.0,250.72
254,111,179,1,1,291.2,273.48,5.0,3.16
255,111,179,1,3,291.2,273.48,5.0,9.48
256,112,196,1,1,8.0,5.0,5.0,2.6
257,113,67,1,3,1325.03,1000.05,5.0,776.19
258,113,93,1,5,276.62,216.0,5.0,233.94
259,113,119,1,5,1932.6,1529.72,5.0,1531.25
260,113,20,1,5,4714.47,3727.94,5.0,3754.03
261,114,192,1,2,90.0,62.0,5.0,47.0
262,114,195,1,2,48.0,30.0,5.0,31.2
263,114,189,1,5,28.0,18.0,5.0,43.0
264,114,195,1,5,48.0,30.0,5.0,78.0
265,115,73,1,5,207.82,158.7,5.0,193.64
266,115,85,1,3,274.84,214.26,5.0,140.51
267,116,192,1,4,90.0,62.0,5.0,94.0
268,116,197,1,3,8.0,5.0,5.0,7.8
269,117,180,1,10,577.93,533.49,5.0,155.43
270,117,169,1,15,603.79,568.95,5.0,69.76
271,117,174,1,10,34.13,31.28,5.0,11.44
272,118,29,1,3,186.46,141.92,5.0,105.65
273,118,156,1,5,1806.86,1399.61,5.0,1584.53
274,119,167,1,9,150.23,136.27,5.0,58.04
275,119,179,1,9,291.2,273.48,5.0,28.44
276,119,180,1,13,577.93,533.49,5.0,202.07
277,120,189,1,4,28.0,18.0,5.0,34.4
278,121,173,1,14,1281.44,1172.43,5.0,629.13
279,121,173,1,3,1281.44,1172.43,5.0,134.81
280,121,170,1,5,1207.08,1141.77,5.0,24.78
281,122,171,1,11,322.74,308.44,5.0,-20.21
282,122,174,1,12,34.13,31.28,5.0,13.72
283,122,170,1,9,1207.08,1141.77,5.0,44.6
284,123,196,1,5,8.0,5.0,5.0,13.0
285,123,187,1,1,145.0,95.0,5.0,42.75
286,124,33,1,4,182.85,147.98,5.0,102.91
287,124,79,1,3,2020.71,1595.41,5.0,972.79
288,124,81,1,2,208.02,158.27,5.0,78.7
289,124,32,1,2,3662.03,2840.12,5.0,1277.62
290,125,93,1,2,276.62,216.0,5.0,93.58
291,126,58,1,2,544.75,427.49,5.0,180.04
292,126,89,1,3,273.48,218.98,5.0,122.48
293,127,80,1,1,4174.08,3178.77,5.0,786.61
294,127,17,1,3,239.11,184.88,5.0,126.82
295,128,193,1,3,25.0,15.0,5.0,26.25
296,129,167,1,4,150.23,136.27,5.0,25.79
297,129,170,1,15,1207.08,1141.77,5.0,74.34
298,130,135,1,1,466.4,368.26,5.0,74.82
299,130,71,1,3,1304.73,1002.96,5.0,709.6
300,130,44,1,4,3137.01,2349.8,5.0,2521.44
301,131,169,1,11,603.79,568.95,5.0,51.16
302,131,169,1,2,603.79,568.95,5.0,9.3
303,132,178,1,2,618.12,575.95,5.0,22.53
304,133,35,1,5,1881.08,1441.52,5.0,1727.53
305,134,179,1,6,291.2,273.48,5.0,18.96
306,135,174,1,1,34.13,31.28,5.0,1.14
307,135,174,1,3,34.13,31.28,5.0,3.43
308,135,178,1,5,618.12,575.95,5.0,56.32
309,136,131,1,4,1611.01,1264.51,5.0,1063.8
310,137,177,1,7,315.59,289.85,5.0,69.72
311,138,172,1,14,640.44,615.29,5.0,-96.21
312,139,34,1,3,746.02,565.12,5.0,430.8
313,140,173,1,8,1281.44,1172.43,5.0,359.5
314,140,179,1,12,291.2,273.48,5.0,37.92
315,140,174,1,7,34.13,31.28,5.0,8.0
316,140,170,1,6,1207.08,1141.77,5.0,29.74
317,140,167,1,13,150.23,136.27,5.0,83.83
318,141,80,1,2,4174.08,3178.77,5.0,1573.21
319,141,19,1,1,2357.07,1810.28,5.0,428.94
320,141,52,1,1,2715.58,2143.24,5.0,436.56
321,142,140,1,5,119.68,89.2,5.0,122.48
322,143,57,1,2,133.2,105.67,5.0,41.74
323,144,94,1,4,1105.2,835.71,5.0,856.92
324,145,143,1,1,656.81,512.46,5.0,111.51
325,145,165,1,4,313.53,250.77,5.0,188.33
326,145,14,1,1,946.74,754.92,5.0,144.48
327,146,162,1,1,1506.93,1177.77,5.0,253.81
328,147,188,1,1,62.0,40.0,5.0,18.9
329,148,148,1,5,321.99,254.0,5.0,259.45
330,149,101,1,2,1633.05,1300.68,5.0,501.43
331,149,79,1,2,2020.71,1595.41,5.0,648.53
332,149,35,1,5,1881.08,1441.52,5.0,1727.53
333,149,55,1,4,1352.38,1024.48,5.0,1041.12
334,149,124,1,1,634.54,511.7,5.0,91.11
335,150,16,1,5,4752.9,3671.65,5.0,4218.02
336,150,77,1,4,208.02,160.66,5.0,147.84
337,150,16,1,5,4752.9,3671.65,5.0,4218.02
338,151,48,1,4,3134.8,2469.97,5.0,2032.36
339,152,169,1,2,603.79,568.95,5.0,9.3
340,152,175,1,12,341.67,319.66,5.0,59.12
341,153,171,1,10,322.74,308.44,5.0,-18.37
342,153,177,1,10,315.59,289.85,5.0,99.6
343,154,39,1,2,1549.78,1167.69,5.0,609.2
344,155,149,1,4,655.76,502.72,5.0,481.01
345,155,9,1,3,140.45,112.94,5.0,61.46
346,155,85,1,3,274.84,214.26,5.0,140.51
347,155,73,1,5,207.82,158.7,5.0,193.64
348,156,140,1,5,119.68,89.2,5.0,122.48
349,156,53,1,2,136.98,105.95,5.0,48.36
350,156,13,1,2,236.51,187.48,5.0,74.41
351,157,131,1,5,1611.01,1264.51,5.0,1329.75
352,157,114,1,4,4284.12,3435.42,5.0,2537.98
353,158,103,1,2,658.96,510.33,5.0,231.36
354,158,146,1,4,648.34,492.87,5.0,492.21
355,159,171,1,15,322.74,308.44,5.0,-27.55
356,160,80,1,1,4174.08,3178.77,5.0,786.61
357,161,198,1,4,9.0,6.0,5.0,10.2
358,161,199,1,2,12.0,8.0,5.0,6.8
359,161,193,1,4,25.0,15.0,5.0,35.0
360,162,176,1,3,671.7,621.19,5.0,50.77
361,162,176,1,14,671.7,621.19,5.0,236.95
362,163,171,1,5,322.74,308.44,5.0,-9.18
363,163,179,1,14,291.2,273.48,5.0,44.24
364,164,118,1,3,768.11,587.91,5.0,425.38
365,164,151,1,5,331.6,260.24,5.0,273.9
366,164,98,1,1,1647.8,1292.88,5.0,272.53
367,165,174,1,12,34.13,31.28,5.0,13.72
368,166,106,1,3,869.13,693.24,5.0,397.3
369,166,140,1,3,119.68,89.2,5.0,73.49
370,166,157,1,5,346.38,272.64,5.0,282.1
371,167,20,1,1,4714.47,3727.94,5.0,750.81
372,167,16,1,2,4752.9,3671.65,5.0,1687.21
373,168,14,1,2,946.74,754.92,5.0,288.97
374,169,171,1,5,322.74,308.44,5.0,-9.18
375,169,172,1,3,640.44,615.29,5.0,-20.62
376,169,171,1,10,322.74,308.44,5.0,-18.37
377,170,16,1,3,4752.9,3671.65,5.0,2530.81
378,171,158,1,5,835.16,679.36,5.0,570.21
379,171,98,1,2,1647.8,1292.88,5.0,545.06
